,Tipo,Dormitórios,Banheiros,Garagens,Bairro,Valor,Suítes,Mobiliado
553,Apartamento Padrão,2,1,1, Jardim Lutfalla,2015.0,0,Não
554,Casa Padrão,2,1,2, Parque Santa Felícia Jardim,2083.75,0,Não
555,Apartamento Padrão,1,1,1, Centro,1042.5,0,Sim
556,Apartamento Padrão,2,1,1, Jardim Embaré,833.75,0,Não
557,Casa Padrão,2,1,2, Jardim Nova Santa Paula,2222.5,1,Não
558,Casa Condomínio,2,1,2, Jardim Ipanema,2125.0,0,Sim
559,Casa Padrão,4,2,5, Jardim Sao Carlos,2083.75,0,Sim
560,Casa Padrão,5,2,2, Jardim Nova Santa Paula,3062.5,1,Não
561,Apartamento Padrão,2,1,1, Jardim das Torres,1111.25,0,Sim
562,Apartamento Padrão,2,1,1, Centro,1275.0,0,Não
563,Apartamento Padrão,2,1,2, Centro,2950.0,1,Sim
564,Apartamento Padrão,2,1,1, Residencial Monsenhor Romeu Tortorelli,1100.0,0,Não
565,Apartamento Padrão,1,1,1, Jardim Lutfalla,1375.0,0,Sim
566,Casa Condomínio,4,1,4, Condominio Parque Residencial Damha I,9722.5,4,Não
567,Casa Padrão,2,1,3, Loteamento Albertini,2360.0,0,Não
568,Casa Padrão,1,1,1, Parque Santa Felícia Jardim,972.5,0,Não
569,Casa Padrão,1,1,1, Parque Santa Felícia Jardim,1111.25,0,Não
570,Apartamento Padrão,1,1,1, Parque Arnold Schimidt,3375.0,0,Sim
571,Casa Padrão,3,2,0, Centro,3890.0,1,Sim
572,Casa Padrão,4,3,4, Jardim Social Belvedere,2083.75,0,Sim
573,Apartamento Padrão,2,1,1, Jardim Embaré,1111.25,0,Não
574,Apartamento Padrão,2,1,1, Parque Arnold Schimidt,2250.0,0,Sim
575,Casa Sobrado,2,1,6, Parque Santa Marta,6000.0,2,Sim
576,Casa Padrão,2,1,1, Vila Boa Vista 1,1318.75,0,Não
577,Apartamento Padrão,2,1,1, Jardim Nova Sao Carlos,903.75,0,Sim
578,Apartamento Padrão,2,2,1, PUREZA VILA,1875.0,0,Não
579,Apartamento Padrão,2,1,1, Residencial Parati,1390.0,0,Não
580,Apartamento Padrão,2,1,1, Jardim Brasil,1052.5,0,Sim
581,Casa Sobrado,1,2,0, Centro,2778.75,0,Não
582,Casa Padrão,2,1,2, Vila Carmem,1528.75,0,Não
583,Apartamento Padrão,3,1,2, Parque Santa Mônica,1875.0,1,Sim
584,Apartamento Padrão,2,1,1, Centro,1320.0,0,Sim
585,Casa Padrão,2,2,1, Centro,6945.0,0,Sim
586,Casa Padrão,3,3,4, Centro,6250.0,1,Sim
587,Casa Padrão,3,2,3, Jardim Araucária,2361.25,0,Não
588,Apartamento Padrão,2,1,2, Vila Monteiro Gleba I,1111.25,0,Sim
589,Apartamento Kitnet,1,1,1, Jardim Hikari,1105.0,0,Sim
590,Casa Padrão,3,1,4, Estancia Suica,3195.0,1,Sim
591,Apartamento Padrão,2,1,1, Recreio São Judas Tadeu,1112.5,0,Sim
592,Apartamento Padrão,2,1,1, Recreio São Judas Tadeu,1390.0,0,Sim
593,Apartamento Padrão,2,1,1, Jardim Embaré,695.0,0,Não
594,Apartamento Padrão,2,1,1, Parque Santa Felícia Jardim,1315.0,0,Não
595,Apartamento Kitchnet ...,1,1,0, Jardim Tangará,556.25,0,Não
596,Apartamento Padrão,3,1,1, Centro,3250.0,1,Sim
597,Apartamento Padrão,1,1,1, Parque Arnold Schimidt,1443.75,0,Sim
598,Casa Padrão,4,2,10, Centro,15000.0,2,Não
599,Apartamento Padrão,3,1,2, Centro,3750.0,1,Sim
600,Apartamento Padrão,1,1,0, Vila Costa do Sol,875.0,0,Não
601,Apartamento Padrão,2,1,1, Romeu Santini,945.0,0,Não
602,Casa Padrão,3,2,0, Núcleo Residencial Silvio Vilar,2778.75,0,Não
603,Apartamento Padrão,2,1,1, Jardim Brasil,903.75,1,Sim
604,Apartamento Padrão,1,1,1, Jardim Lutfalla,812.5,0,Não
605,Apartamento Padrão,2,1,1, Parque Fehr,1042.5,0,Sim
606,Apartamento Padrão,2,1,2, Centro,2778.75,0,Não
607,Apartamento Padrão,2,1,1, Jardim Embaré,1237.5,0,Não
608,Casa Condomínio,2,2,2, Jardim Ipanema,1250.0,0,Não
609,Casa Condomínio,2,1,2, Jardim Ipanema,1181.25,0,Sim
610,Apartamento Padrão,1,1,0, Parque Santa Felícia Jardim,833.75,0,Não
611,Apartamento Padrão,2,1,1, Vila Izabel,1237.5,0,Sim
612,Apartamento Padrão,2,1,1, Jardim Embaré,937.5,0,Não
613,Casa Padrão,3,1,3, Jardim Brasil,7500.0,1,Sim
614,Casa Padrão,2,1,2, Centro,1736.25,0,Não
615,Casa Padrão,2,1,1, Parque Santa Felícia Jardim,1250.0,1,Não
616,Casa Sobrado,5,4,2, Jardim Alvorada,4583.75,1,Sim
617,Casa Padrão,2,1,1, Jardim Botafogo 1,1912.5,0,Não
618,Apartamento Padrão,1,1,1, Centro,3125.0,1,Não
619,Apartamento Padrão,3,1,1, Centro,1812.5,1,Não
620,Apartamento Padrão,2,1,1, Jardim Embaré,833.75,0,Não
621,Apartamento Padrão,2,1,1, Jardim Sao Carlos,1125.0,0,Não
622,Apartamento Padrão,2,2,1, Parque Santa Mônica,1875.0,1,Não
623,Apartamento Padrão,2,1,1, Vila Nery,1945.0,0,Sim
624,Apartamento Padrão,2,1,1, Jardim Embaré,833.75,0,Não
625,Casa Padrão,3,2,3, Vila Monteiro Gleba I,4861.25,1,Não
626,Apartamento Padrão,2,1,1, Vila Faria,1562.5,0,Não
627,Apartamento Padrão,2,1,1, Jardim Embaré,1111.25,0,Não
628,Apartamento Padrão,2,1,1, Jardim Lutfalla,2062.5,0,Não
629,Casa Padrão,2,1,2, Jardim Paulistano,1750.0,1,Não
630,Apartamento Padrão,1,1,1, Vila Costa do Sol,972.5,0,Não
631,Casa Padrão,2,1,2, Jardim Nova Sao Carlos,2222.5,1,Sim
632,Casa Edícula,2,1,2, Morada Dos Deuses,555.0,0,Não
633,Apartamento Padrão,2,1,1, Recreio São Judas Tadeu,2500.0,0,Sim
634,Apartamento Padrão,2,1,1, Vila Rancho Velho,1389.06,0,Sim
635,Apartamento Padrão,2,1,1, Jardim Brasil,1806.25,1,Sim
636,Apartamento Padrão,2,1,1, Romeu Santini,1000.0,0,Não
637,Casa Sobrado,4,4,6, Cidade Jardim,7640.0,1,Sim
638,Apartamento Padrão,2,1,1, Jardim Embaré,833.75,0,Sim
639,Casa Condomínio,3,1,4, Condominio Parque Residencial Damha II,9028.75,2,Sim
640,Apartamento Padrão,2,1,1, Vila Monteiro Gleba I,1743.75,0,Sim
641,Apartamento Kitnet,1,1,0, Núcleo Residencial Silvio Vilar,906.25,0,Não
642,Apartamento Kitnet,1,1,1, Núcleo Residencial Silvio Vilar,937.5,0,Não
643,Apartamento Padrão,2,1,1, Jardim Nova Sao Carlos,833.75,0,Não
644,Apartamento Flat com ...,1,1,0, Jardim Santa Paula,695.0,0,Não
645,Apartamento Padrão,2,1,1, Residencial Monsenhor Romeu Tortorelli,1320.0,0,Sim
646,Apartamento Duplex,3,1,2, Centro,4125.0,1,Sim
647,Apartamento Padrão,1,1,1, Parque Santa Felícia Jardim,903.75,0,Não
648,Casa Padrão,1,1,1, Parque Santa Marta,1833.75,0,Não
649,Casa Condomínio,2,1,1, Jardim Ipanema,1062.5,0,Não
650,Casa Padrão,3,2,4, Centro,6562.5,1,Não
651,Apartamento Padrão,2,1,0, Parque Santa Mônica,3000.0,0,Sim
652,Apartamento Padrão,2,1,0, Parque Santa Mônica,3000.0,0,Sim
653,Apartamento Padrão,2,1,0, Parque Santa Mônica,3000.0,0,Sim
654,Apartamento Padrão,2,1,0, Parque Santa Mônica,3000.0,0,Sim
655,Apartamento Padrão,2,1,0, Parque Santa Mônica,3000.0,0,Sim
656,Apartamento Padrão,2,1,0, Parque Santa Mônica,3000.0,0,Sim
657,Apartamento Padrão,2,1,0, Parque Santa Mônica,3000.0,0,Sim
658,Apartamento Padrão,2,1,0, Parque Santa Mônica,3000.0,0,Sim
659,Apartamento Padrão,2,1,0, Parque Santa Mônica,3000.0,0,Sim
660,Apartamento Padrão,2,1,0, Parque Santa Mônica,3000.0,0,Sim
661,Apartamento Padrão,2,1,0, Parque Santa Mônica,3000.0,1,Sim
662,Casa Padrão,4,2,5, Parque Belvedere,5556.25,2,Sim
663,Apartamento Padrão,2,1,1, Vila Rancho Velho,1265.0,0,Não
664,Casa Padrão,3,1,2, Jardim Cruzeiro do Sul,1806.25,0,Não
665,Apartamento Flat com ...,1,1,0, Jardim Santa Paula,937.5,0,Não
666,Casa Sobrado,4,1,2, Centro,3750.0,1,Sim
667,Casa Padrão,3,1,4, Vila Monteiro Gleba I,2778.75,1,Não
668,Casa Padrão,3,1,1, Jardim São João Batista,2083.75,0,Sim
669,Apartamento Padrão,2,2,1, Vila Monteiro Gleba I,1925.0,0,Sim
670,Casa Padrão,1,1,0, Jardim Centenário,1125.0,0,Sim
671,Apartamento Padrão,2,1,1, Parque Fehr,812.5,0,Não
672,Apartamento Padrão,2,1,1, Residencial Parati,750.0,0,Não
673,Apartamento Padrão,2,1,1, Vila Izabel,1042.5,0,Não
674,Apartamento Kitnet,1,1,0, Jardim Paraíso,833.75,0,Não
675,Apartamento Kitnet,1,1,0, Jardim Paraíso,765.0,0,Não
676,Apartamento Kitnet,1,1,0, Jardim Paraíso,695.0,0,Não
677,Apartamento Padrão,2,1,1, Romeu Santini,833.75,0,Não
678,Casa Padrão,3,2,2, Parque Arnold Schimidt,1945.0,1,Não
679,Casa Padrão,3,2,2, Jardim Sao Carlos,3250.0,1,Sim
680,Apartamento Padrão,2,1,1, Jardim Sao Carlos,1390.0,0,Sim
681,Casa Sobrado,3,2,2, Parque Fehr,4375.0,2,Não
682,Apartamento Padrão,1,1,1, Parque Arnold Schimidt,,0,Não
683,Casa Sobrado,4,5,8, Centro,6950.0,2,Não
684,Casa Padrão,3,1,2, Planalto Paraíso,3475.0,1,Sim
685,Apartamento Padrão,2,1,1, Vila Izabel,695.0,0,Não
686,Apartamento Kitnet,1,1,0, Jardim Nova Santa Paula,695.0,0,Não
687,Apartamento Kitnet,1,1,0, Jardim Nova Santa Paula,695.0,0,Não
688,Apartamento Kitnet,1,1,0, Jardim Paulistano,695.0,0,Não
689,Casa Padrão,3,2,2, Jardim Ipanema,2778.75,2,Não
690,Apartamento Padrão,1,1,1, Parque Arnold Schimidt,1500.0,1,Não
691,Casa Padrão,1,1,1, Vila Deriggi,972.5,0,Não
692,Apartamento Flat com ...,1,1,0, Jardim Santa Paula,695.0,0,Não
693,Apartamento Padrão,2,1,1, Jardim Paraíso,1667.5,0,Sim
694,Apartamento Padrão,1,1,1, Vila Marigo,1111.25,0,Não
695,Apartamento Padrão,2,1,0, Residencial Monsenhor Romeu Tortorelli,1437.5,0,Sim
696,Casa Padrão,3,2,1, Vila Boa Vista I,2778.75,1,Sim
697,Apartamento Padrão,2,1,0, Jardim Lutfalla,1528.75,0,Não
698,Apartamento Padrão,2,1,1, Jardim Tangará,1111.25,0,Não
699,Apartamento Padrão,2,1,1, Jardim Tangará,903.75,0,Não
700,Apartamento Flat com ...,1,1,0, Jardim Santa Paula,695.0,0,Não
701,Casa Padrão,3,1,6, Jardim Santa Paula,4687.5,1,Não
702,Apartamento Kitnet,1,1,1, Vila Costa do Sol,1000.0,1,Não
703,Apartamento Padrão,3,1,1, Vila Nery,1181.25,0,Sim
704,Apartamento Padrão,2,1,1, Vila Prado,1390.0,0,Não
705,Apartamento Cobertura,2,1,2, Jardim Gibertoni,2292.5,2,Sim
706,Apartamento Padrão,2,1,1, Centro,1667.5,1,Sim
707,Casa Padrão,5,1,8, Parque Santa Mônica,8750.0,4,Sim
708,Casa Padrão,2,1,4, Jardim Macarengo,2778.75,1,Não
709,Casa Padrão,3,2,1, Centro,2083.75,0,Não
710,Apartamento Padrão,2,1,1, Jardim Tangará,1111.25,0,Não
711,Apartamento Cobertura,3,1,2, Vila Arnaldo,5000.0,2,Sim
712,Casa Condomínio,2,2,1, Vila Nossa Senhora de Fátima,1528.75,0,Sim
713,Apartamento Padrão,2,1,1, Parque Fehr,1390.0,0,Não
714,Casa Padrão,1,1,0, Vila Monteiro Gleba I,829.69,0,Não
715,Apartamento Flat com ...,1,1,1, Jardim Santa Paula,695.0,0,Não
716,Casa Padrão,2,1,0, Centro,2083.75,0,Não
717,Apartamento Padrão,3,1,1, Centro,1980.0,1,Não
718,Casa Padrão,2,1,1, Jardim Macarengo,1945.0,0,Não
719,Casa Padrão,3,1,1, Centro,2750.0,1,Não
720,Casa Padrão,2,1,2, Jardim Bandeirantes,2187.5,1,Não
721,Casa Padrão,3,1,4, Cidade Jardim,2778.75,1,Não
722,Casa Padrão,2,2,1, Vila Prado,1500.0,0,Não
723,Apartamento Padrão,1,1,1, Vila Celina,1785.0,0,Sim
724,Casa Condomínio,5,2,6, Broa,16750.0,4,Sim
725,Apartamento Padrão,2,1,1, Parque Santa Felícia Jardim,1320.0,0,Sim
726,Apartamento Padrão,1,1,1, Parque Santa Felícia Jardim,903.75,0,Sim
727,Casa Padrão,3,2,4, Jardim Acapulco,3890.0,1,Não
728,Apartamento Flat com ...,1,1,1, Jardim Santa Paula,843.75,0,Não
729,Casa Padrão,5,4,4, Vila Nery,6250.0,1,Sim
730,Apartamento Padrão,1,1,1, Cidade Jardim,987.5,1,Sim
731,Apartamento Padrão,3,2,1, Jardim Sao Carlos,1775.0,1,Sim
732,Casa Padrão,3,1,2, Vila Boa Vista I,2875.0,1,Não
733,Apartamento Padrão,2,1,1, Parque Santa Felícia Jardim,1140.0,0,Sim
734,Apartamento Padrão,2,1,1, Jardim Sao Carlos,972.5,1,Não
735,Apartamento Flat com ...,1,1,1, Jardim Santa Paula,695.0,0,Sim
736,Apartamento Padrão,1,1,0, Vila Costa do Sol,875.0,0,Não
737,Casa Padrão,3,1,1, Vila Marcelino,3075.0,1,Não
738,Apartamento Padrão,2,1,1, Jardim Ipanema,1250.0,0,Sim
739,Casa Padrão,2,1,2, Vila Prado,2222.5,0,Não
740,Casa Padrão,2,1,3, Vila Prado,2500.0,0,Não
741,Apartamento Padrão,2,1,1, Jardim Alvorada,1812.5,1,Sim
742,Apartamento Padrão,2,1,1, Núcleo Residencial Silvio Vilar,3472.5,1,Sim
743,Apartamento Padrão,1,1,0, Centro,1528.75,0,Sim
744,Casa Padrão,3,2,4, Jardim Macarengo,3833.75,2,Não
745,Apartamento Padrão,2,1,1, Jardim Sao Carlos,1667.5,0,Não
746,Casa Padrão,3,2,6, Jardim Macarengo,3500.0,0,Não
747,Apartamento Padrão,2,1,1, Jardim Embaré,1125.0,0,Não
748,Casa Padrão,3,3,6, Vila Faria,4167.5,0,Sim
749,Casa Padrão,4,2,3, Jardim Brasil,9722.5,2,Sim
750,Casa Edícula,1,1,0, Residencial Samambaia,1181.25,0,Não
751,Casa Padrão,3,1,2, Parque Arnold Schimidt,2250.0,1,Sim
752,Casa Padrão,3,2,4, Jardim Santa Paula,4861.25,1,Sim
753,Casa Padrão,3,1,2, Vila Boa Vista I,2917.5,2,Não
754,Apartamento Padrão,2,1,1, Jardim Sao Carlos,2000.0,0,Sim
755,Apartamento Padrão,2,1,1, Jardim Jockei Club A,1390.0,0,Sim
756,Apartamento Padrão,2,1,1, Cidade Jardim,2222.5,1,Não
757,Apartamento Padrão,2,1,1, Vila Izabel,595.0,0,Não
758,Casa Padrão,1,1,0, Vila Monte Carlo,458.75,0,Não
759,Apartamento Flat com ...,1,1,1, Jardim Santa Paula,695.0,0,Não
760,Apartamento Kitnet,1,1,0, Parque Arnold Schimidt,1500.0,0,Não
761,Apartamento Kitnet,1,1,0, Parque Arnold Schimidt,1500.0,0,Não
762,Apartamento Kitnet,1,1,0, Parque Arnold Schimidt,1500.0,0,Não
763,Casa Padrão,1,2,0, Jardim Sao Carlos,1375.0,0,Não
764,Apartamento Padrão,2,1,1, Jardim Nova Sao Carlos,1222.5,0,Não
765,Casa Padrão,2,1,0, Cidade Jardim,972.5,0,Não
766,Apartamento Padrão,1,1,1, Centro,1528.75,0,Sim
767,Apartamento Padrão,2,1,1, Parque Fehr,695.0,0,Não
768,Apartamento Padrão,2,1,1, Parque Fehr,765.0,0,Não
769,Apartamento Padrão,2,1,1, Parque Fehr,972.5,0,Não
770,Apartamento Padrão,2,1,1, Parque Fehr,972.5,0,Não
771,Apartamento Padrão,2,1,1, Parque Fehr,1015.65,0,Não
772,Apartamento Padrão,2,1,1, Parque Fehr,972.5,0,Não
773,Apartamento Padrão,2,1,1, Parque Fehr,972.5,0,Não
774,Apartamento Padrão,2,1,2, Jardim Bethânia,1390.0,0,Sim
775,Apartamento Kitnet,1,1,0, Jardim Bandeirantes,750.0,0,Não
776,Apartamento Padrão,2,1,1, Jardim Embaré,765.0,0,Não
777,Apartamento Padrão,4,4,2, Parque Faber Castell I,3625.0,2,Não
778,Apartamento Padrão,1,1,0, Vila Costa do Sol,875.0,0,Sim
779,Apartamento Padrão,1,1,0, Vila Costa do Sol,972.5,0,Não
780,Casa Condomínio,3,1,2, Residencial Eldorado,6875.0,1,Sim
781,Apartamento Padrão,2,1,1, Residencial Parati,833.75,0,Não
782,Apartamento Padrão,1,1,0, Vila Costa do Sol,1390.0,0,Sim
783,Casa Padrão,2,1,4, Jardim Lutfalla,3472.5,1,Não
784,Apartamento Padrão,1,1,0, Parque Arnold Schimidt,712.5,0,Não
785,Casa Padrão,3,1,2, Portal do Sol,3000.0,1,Sim
786,Casa Sobrado,3,1,8, Parque Delta,2000.0,0,Não
787,Casa Padrão,3,1,1, Centro,2083.75,0,Não
788,Apartamento Padrão,2,1,1, Jardim Embaré,833.75,0,Não
789,Casa Padrão,3,3,4, Jardim São João Batista,4167.5,1,Sim
790,Apartamento Padrão,1,1,1, Jardim Santa Paula,1390.0,0,Sim
791,Apartamento Padrão,2,1,1, Parque Fehr,833.75,0,Não
792,Apartamento Padrão,1,1,1, Jardim Bandeirantes,1000.0,0,Sim
793,Apartamento Padrão,1,1,1, Jardim Santa Paula,1111.25,1,Não
794,Apartamento Flat,1,1,0, Jardim Santa Paula,900.0,0,Não
795,Apartamento Padrão,2,1,1, Parque Fehr,972.5,0,Sim
796,Apartamento Padrão,2,1,1, Romeu Santini,1000.0,0,Não
797,Apartamento Padrão,2,1,1, Residencial Parati,1062.5,0,Sim
798,Apartamento Padrão,2,1,1, Parque Sabará,1528.75,0,Sim
799,Casa Padrão,3,1,2, Jardim Sao Carlos,2778.75,0,Não
800,Casa Padrão,2,1,2, Parque Santa Felícia Jardim,2361.25,0,Não
801,Casa Padrão,2,1,2, Residencial Astolpho Luiz do Prado,875.0,0,Não
802,Apartamento Padrão,2,1,2, Jardim Bethânia,2083.75,1,Sim
803,Apartamento Padrão,2,1,1, Loteamento São Carlos Club,3375.0,1,Sim
804,Casa Condomínio,3,1,4, Condomínio Residencial Village ,6875.0,2,Sim
805,Casa Padrão,2,2,2, Centro,3472.5,0,Não
806,Apartamento Padrão,2,1,1, Jardim Bandeirantes,1125.0,0,Não
807,Casa Sobrado,3,2,1, Jardim Gonzaga,1111.25,0,Não
808,Casa Padrão,2,1,2, Agua Vermelha,1562.5,0,Não
809,Apartamento Padrão,3,1,1, Centro,1390.0,1,Não
810,Casa Padrão,3,3,3, Romeu Santini,2083.75,1,Não
811,Casa Padrão,3,1,0, Centro,2708.75,0,Não
812,Apartamento Padrão,2,1,1, Jardim Embaré,875.0,0,Não
813,Apartamento Padrão,2,1,2, Parque Faber Castell I,2083.75,2,Sim
814,Casa Padrão,1,1,1, Parque Santa Felícia Jardim,1130.0,0,Não
815,Apartamento Padrão,2,1,1, Vila Rancho Velho,1286.61,0,Sim
816,Casa Sobrado,3,1,9, Cidade Jardim,2361.25,2,Não
817,Casa Padrão,3,1,1, Jardim Tangará,1390.0,0,Não
818,Casa Padrão,3,2,1, Jardim Bethânia,2778.75,0,Não
819,Casa Padrão,3,1,2, Jardim Medeiros,2875.0,1,Sim
820,Casa Padrão,4,2,3, Vila Prado,6945.0,1,Sim
821,Apartamento Padrão,4,0,0, Jardim Sao Carlos,2500.0,1,Sim
822,Apartamento Padrão,2,1,1, Vila Izabel,903.75,0,Sim
823,Apartamento Padrão,2,1,1, Vila Rancho Velho,1390.0,0,Sim
824,Apartamento Padrão,4,2,2, Parque Faber Castell I,3472.5,2,Sim
825,Casa Sobrado,2,1,0, Jardim Cruzeiro do Sul,1111.25,2,Sim
826,Apartamento Padrão,2,1,1, Jardim Das Torres,972.5,0,Sim
827,Apartamento Padrão,3,2,1, Centro,1458.75,0,Sim
828,Apartamento Padrão,2,1,1, Vila Rancho Velho,972.5,0,Sim
829,Apartamento Padrão,3,1,2, Núcleo Residencial Silvio Vilar,2083.75,1,Sim
830,Apartamento Padrão,2,1,1, Jardim Embaré,750.0,0,Sim
831,Apartamento Padrão,2,1,1, Vila Monteiro Gleba I,1111.25,0,Sim
832,Apartamento Padrão,1,1,1, Centro,1187.5,0,Sim
