,Tipo,Dormitórios,Banheiros,Garagens,Bairro,Valor,Suítes,Mobiliado
1113,Casa Padrão,2,1,8, Residencial Samambaia,1806.25,0,Sim
1114,Apartamento Padrão,2,1,0, Cidade Jardim,1500.0,0,Sim
1115,Casa Padrão,3,1,6, Parque Arnold Schimidt,12500.0,3,Sim
1116,Apartamento Duplex,4,1,4, Centro,3750.0,2,Sim
1117,Apartamento Padrão,2,1,1, Recreio São Judas Tadeu,1042.5,0,Sim
1118,Casa Sobrado,4,2,2, Jardim Macarengo,12500.0,3,Sim
1119,Apartamento Padrão,1,1,1, Parque Arnold Schimidt,1000.0,0,Sim
1120,Apartamento Padrão,2,1,1, Centro,1812.5,0,Sim
1121,Casa Padrão,2,1,1, Jardim Botafogo,1390.0,0,Sim
1122,Casa Padrão,1,1,0, Parque Santa Felícia Jardim,1393.75,0,Sim
1123,Apartamento Padrão,2,1,0, Jardim Nova Sao Carlos,972.5,0,Sim
1124,Casa Sobrado,4,1,8, Jardim Macarengo,6250.0,1,Sim
1125,Casa Padrão,5,1,6, Vila Celina,8333.75,3,Sim
1126,Apartamento Padrão,1,1,1, Jardim Alvorada,1056.25,0,Sim
1127,Apartamento Padrão,1,1,1, Núcleo Residencial Silvio Vilar,972.5,0,Sim
1128,Casa Padrão,2,1,0, Centro,2083.75,1,Sim
1129,Casa Padrão,2,2,2, Vila Boa Vista I,1875.0,1,Sim
1130,Apartamento Kitnet,1,1,1, Parque Santa Felícia Jardim,972.5,0,Sim
1131,Casa Padrão,1,1,1, Jardim Tangará,1042.5,0,Sim
1132,Casa Padrão,3,2,10, Vila Faria,6250.0,3,Sim
1133,Apartamento Padrão,2,1,1, Parque Sabará,2508.75,1,Sim
1134,Apartamento Padrão,1,1,0, Centro,1187.5,0,Sim
1135,Casa Padrão,5,2,2, Centro,9722.5,1,Sim
1136,Apartamento Padrão,2,1,0, Jardim Hikare,1390.0,0,Sim
1137,Apartamento Padrão,1,1,0, Vila Celina,835.0,0,Sim
1138,Apartamento Padrão,1,1,0, Vila Costa do Sol,1128.75,0,Sim
1139,Casa Padrão,3,1,1, Parque Arnold Schimidt,3472.5,1,Sim
1140,Casa Padrão,2,1,1, Parque Santa Felícia Jardim,1587.5,0,Sim
1141,Casa Padrão,3,1,2, Jardim Nova Santa Paula,3472.5,1,Sim
1142,Casa Padrão,2,2,2, Jardim Brasil,3472.5,1,Sim
1143,Apartamento Padrão,2,1,1, Jardim Paraíso,1750.0,0,Sim
1144,Casa Condomínio,4,1,8, Residencial Samambaia,5000.0,1,Sim
1145,Apartamento Kitnet,2,1,0, Centreville,1112.5,0,Sim
1146,Apartamento Padrão,3,1,2, Parque Faber Castell I,4825.0,1,Sim
1147,Casa Padrão,1,1,0, Vila Boa Vista I,1500.0,1,Sim
1148,Casa Padrão,5,2,0, Vila Monteiro Gleba I,2250.0,0,Sim
1149,Casa Condomínio,2,1,2, Jardim Ipanema,1250.0,1,Não
1150,Casa Padrão,2,1,1, Centro,2083.75,0,Sim
1151,Apartamento Padrão,3,1,1, Vila Brasília,1250.0,1,Sim
1152,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1390.0,1,Sim
1153,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1390.0,1,Sim
1154,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1390.0,1,Sim
1155,Apartamento Padrão,1,1,0, Jardim São Carlos,1390.0,1,Sim
1156,Apartamento Padrão,1,1,0, Jardim São Carlos,1390.0,1,Sim
1157,Casa Padrão,3,1,0, Jardim Sao Carlos,2362.5,0,Sim
1158,Apartamento Padrão,2,1,1, Centro,1736.25,0,Sim
1159,Apartamento Padrão,2,1,1, Vila Monteiro,2237.5,1,Sim
1160,Apartamento Cobertura,3,1,2, Jardim Gibertoni,4311.25,2,Sim
1161,Apartamento Padrão,2,1,1, Vila Irene,1042.5,0,Sim
1162,Apartamento Padrão,4,2,1, Centro,1500.0,0,Não
1163,Apartamento Padrão,2,1,1, Parque Faber Castell I,1587.5,1,Sim
1164,Apartamento Padrão,2,1,1, Jardim Ipanema,1111.25,0,Sim
1165,Apartamento Kitnet,1,1,0, Jardim Paraíso,695.0,0,Não
1166,Apartamento Kitnet,1,1,0, Jardim Paraíso,695.0,0,Não
1167,Apartamento Kitnet,1,1,0, Jardim Paraíso,695.0,0,Sim
1168,Apartamento Kitnet,1,1,0, Jardim Paraíso,695.0,0,Não
1169,Casa Padrão,3,1,2, Jardim Tangará,1667.5,0,Sim
1170,Apartamento Padrão,2,1,1, Jardim Santa Paula,2860.0,0,Sim
1171,Apartamento Padrão,1,3,1, Centro,1225.0,0,Sim
1172,Apartamento Padrão,2,1,1, Parque Santa Marta,1562.5,1,Sim
1173,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1125.0,0,Sim
1174,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1125.0,0,Sim
1175,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1125.0,0,Sim
1176,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1125.0,0,Sim
1177,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1125.0,0,Sim
1178,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1125.0,0,Sim
1179,Apartamento Padrão,1,1,0, Jardim São Carlos,1125.0,0,Sim
1180,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1125.0,0,Sim
1181,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1125.0,0,Sim
1182,Apartamento Padrão,1,1,0, Jardim São Carlos,1125.0,0,Sim
1183,Casa Padrão,5,1,2, Jardim Centenário,5556.25,2,Sim
1184,Apartamento Padrão,2,1,1, Jardim Nova Sao Carlos,695.0,0,Sim
1185,Apartamento Padrão,2,1,1, Parque Arnold Schimidt,1925.0,0,Sim
1186,Apartamento Padrão,1,1,0, Jardim Bandeirantes,972.5,0,Sim
1187,Casa Padrão,4,2,4, Parque dos Timburis,4861.25,1,Sim
1188,Apartamento Padrão,2,1,1, Vila Marcelino,1181.25,0,Sim
1189,Casa Padrão,3,1,1, Vila Monteiro Gleba I,2500.0,0,Sim
1190,Apartamento Padrão,1,1,1, Parque Arnold Schimidt,1125.0,0,Sim
1191,Apartamento Padrão,2,1,1, Recreio São Judas Tadeu,1390.0,0,Sim
1192,Casa Condomínio,3,1,4, Condominio Residencial Montreal,6875.0,1,Sim
1193,Casa Sobrado,2,2,0, Parque Santa Felícia Jardim,1562.5,1,Não
1194,Apartamento Padrão,2,2,2, Jardim Paraíso,1111.25,0,Sim
1195,Apartamento Kitchnet ...,1,1,0, Loteamento Habitacional São Car,695.0,1,Não
1196,Apartamento Padrão,1,1,0, Jardim Santa Paula,695.0,0,Sim
1197,Apartamento Padrão,2,1,1, Jardim Paraíso,1667.5,1,Não
1198,Casa Padrão,3,1,1, Vila Monteiro Gleba I,1806.25,1,Não
1199,Apartamento Padrão,3,1,1, Jardim Jockei Club A,1390.0,0,Não
1200,Casa Padrão,2,1,1, Vila Boa Vista I,1687.5,0,Sim
1201,Apartamento Padrão,1,1,0, Jardim Santa Paula,695.0,0,Sim
1202,Apartamento Padrão,2,1,1, Centro,1667.5,0,Sim
1203,Apartamento Kitnet,1,1,0, Jardim Tangará,625.0,0,Sim
1204,Apartamento Kitnet,1,1,0, Jardim Tangará,556.25,0,Sim
1205,Casa Padrão,2,2,1, Cidade Jardim,1625.0,0,Sim
1206,Apartamento Padrão,1,1,0, Jardim Santa Paula,695.0,0,Sim
1207,Apartamento Padrão,3,1,1, Parque Sabará,2125.0,1,Sim
1208,Apartamento Padrão,2,1,2, Cidade Jardim,1363.83,1,Sim
1209,Casa Padrão,3,2,2, Vila Monteiro Gleba I,8333.75,1,Sim
1210,Apartamento Padrão,1,1,1, Parque Faber Castell I,3600.0,1,Sim
1211,Apartamento Padrão,2,1,1, Parque Arnold Schimidt,1463.41,0,Sim
1212,Casa Padrão,3,1,4, Parque Santa Mônica,5556.25,3,Sim
1213,Casa Padrão,2,2,2, Jardim Medeiros,1111.25,0,Sim
1214,Casa Sobrado,4,1,0, Parque Industrial,1806.25,1,Sim
1215,Apartamento Padrão,2,1,1, Cidade Jardim,1250.0,0,Sim
1216,Casa Sobrado,3,1,2, Jardim de Cresci,2875.0,1,Sim
1217,Casa Padrão,3,1,2, Jardim Cruzeiro do Sul,2778.75,1,Sim
1218,Casa Sobrado,3,1,2, Jardim Acapulco,4167.5,1,Sim
1219,Casa Padrão,5,2,3, Centro,2778.75,1,Sim
1220,Casa Condomínio,2,1,2, Jardim Ipanema,1736.25,0,Sim
1221,Apartamento Padrão,2,1,1, Vila Nery,1111.25,0,Sim
1222,Apartamento Padrão,2,1,0, Jardim Tangará,833.75,0,Sim
1223,Apartamento Padrão,1,1,1, Vila Costa do Sol,875.0,1,Sim
1224,Apartamento Padrão,1,1,0, Jardim Paraíso,1175.0,0,Sim
1225,Casa Padrão,5,2,3, Vila Monteiro,6945.0,3,Sim
1226,Apartamento Padrão,2,1,1, Vila Brasília,1287.5,0,Sim
1227,Apartamento Padrão,3,2,1, Centro,3187.5,1,Sim
1228,Apartamento Padrão,3,1,2, Recreio dos Bandeirantes,1390.0,1,Sim
1229,Apartamento Padrão,3,1,2, Parque Faber Castell I,4306.25,3,Sim
1230,Apartamento Padrão,2,1,0, Jardim Lutfalla,1626.34,0,Sim
1231,Apartamento Padrão,2,1,1, Centro,2222.5,1,Sim
1232,Apartamento Padrão,2,1,1, Jardim Gibertoni,1111.25,0,Sim
1233,Apartamento Padrão,2,1,0, Jardim Paraíso,2283.75,1,Sim
1234,Apartamento Padrão,2,1,0, Parque Arnold Schimidt,1390.0,0,Sim
1235,Apartamento Padrão,1,1,1, Jardim Santa Paula,1433.1,0,Sim
1236,Apartamento Padrão,2,1,1, Cidade Jardim,1812.5,0,Sim
1237,Apartamento Padrão,3,1,2, Recreio dos Bandeirantes,1500.0,1,Sim
1238,Apartamento Padrão,2,1,0, Jardim Santa Paula,2500.0,0,Sim
1239,Apartamento Padrão,2,1,1, Jardim São Paulo,695.0,0,Sim
1240,Casa Padrão,2,1,1, Jardim Tangará,1750.0,1,Sim
1241,Apartamento Padrão,2,1,1, Jardim Gibertoni,1687.5,0,Sim
1242,Apartamento Padrão,2,1,1, Parque Arnold Schimidt,875.0,0,Sim
1243,Apartamento Padrão,2,1,1, Vila Nery,1250.0,0,Sim
1244,Casa Padrão,3,1,0, Nova Estancia,2250.0,1,Sim
1245,Apartamento Padrão,2,1,0, Vila Rancho Velho,972.5,0,Sim
1246,Casa Padrão,3,2,0, Centro,7500.0,0,Sim
1247,Apartamento Padrão,2,1,1, Jardim Brasil,875.0,0,Sim
1248,Casa Padrão,4,2,1, Vila Prado,2917.5,1,Sim
1249,Casa Padrão,3,6,6, Jardim Sao Carlos,15000.0,0,Sim
1250,Apartamento Padrão,2,1,0, Jardim Gibertoni,3061.25,0,Sim
1251,Apartamento Padrão,3,1,2, Centro,3894.15,1,Sim
1252,Apartamento Padrão,3,1,1, Jardim Ipanema,1042.5,1,Sim
1253,Casa Padrão,1,1,2, Parque Santa Felícia Jardim,1775.0,0,Sim
1254,Apartamento Padrão,2,1,1, Jardim Gibertoni,1806.25,1,Sim
1255,Apartamento Padrão,2,1,1, Recreio São Judas Tadeu,972.5,0,Sim
1256,Apartamento Padrão,2,1,2, Parque Faber Castell I,4306.25,1,Sim
1257,Casa Padrão,4,3,2, Centro,11111.25,2,Sim
1258,Apartamento Padrão,2,2,1, Cidade Jardim,2083.75,0,Sim
1259,Apartamento Padrão,1,1,1, Parque Arnold Schimidt,1125.0,0,Sim
1260,Casa Padrão,2,1,0, Vila Monteiro Gleba I,1640.0,0,Sim
1261,Casa Condomínio,2,2,2, Jardim Ipanema,1987.5,0,Sim
1262,Casa Padrão,3,1,2, Jardim Gibertoni,1643.75,1,Sim
1263,Apartamento Padrão,1,1,1, Jardim Bandeirantes,695.0,1,Sim
1264,Apartamento Padrão,2,1,1, Vila Rancho Velho,875.0,0,Sim
1265,Casa Padrão,3,1,2, Vila Rancho Velho,1750.0,1,Não
1266,Casa Padrão,3,1,0, Vila Monteiro Gleba I,1843.75,0,Sim
1267,Casa Padrão,4,2,2, Vila Monteiro,4167.5,0,Sim
1268,Apartamento Padrão,2,1,1, Vila Irene,1111.25,0,Sim
1269,Apartamento Padrão,2,1,2, Parque Faber Castell I,2625.0,2,Sim
1270,Apartamento Padrão,2,1,1, PUREZA VILA,1390.0,0,Sim
1271,Apartamento Padrão,2,1,1, Vila Rancho Velho,1127.5,0,Sim
1272,Apartamento Padrão,1,1,1, Jardim Sao Carlos,868.75,0,Sim
1273,Casa Condomínio,3,1,2, Condominio Residencial Village Damha I,5000.0,1,Sim
1274,Apartamento Padrão,1,1,1, Centro,1042.5,0,Sim
1275,Apartamento Padrão,1,1,1, Centro,1233.75,0,Sim
1276,Casa Sobrado,3,2,2, Parque Santa Felícia Jardim,2847.5,1,Sim
1277,Casa Padrão,4,2,3, Romeu Santini,1687.5,0,Sim
1278,Apartamento Padrão,3,1,1, Centro,1500.0,1,Sim
1279,Casa Padrão,4,2,4, Jardim Sao Carlos,9722.5,1,Sim
1280,Apartamento Padrão,2,2,0, Centro,1667.5,0,Sim
1281,Apartamento Padrão,1,1,1, Centro,1625.0,1,Sim
1282,Apartamento Padrão,1,1,1, Centro,1316.44,0,Sim
1283,Casa Padrão,4,2,2, Parque Arnold Schimidt,6945.0,3,Sim
1284,Casa Padrão,2,1,1, Vila Boa Vista I,1500.0,0,Sim
1285,Apartamento Padrão,2,1,1, Jardim Gibertoni,1625.0,0,Sim
1286,Apartamento Padrão,1,1,1, Vila Pureza,1250.0,0,Sim
1287,Apartamento Kitchnet ...,2,2,0, Jardim Sao Carlos,1187.5,0,Não
1288,Casa Padrão,2,1,1, Centro,1806.25,0,Sim
1289,Casa Padrão,3,1,2, Jardim Paulistano,3125.0,1,Sim
1290,Apartamento Padrão,2,1,1, Parque Sabará,1111.25,0,Sim
1291,Apartamento Padrão,1,1,1, Parque Arnold Schimidt,1125.0,0,Sim
1292,Casa Padrão,2,1,1, Jardim Medeiros,1375.0,0,Sim
1293,Apartamento Padrão,2,1,1, Vila Rancho Velho,937.5,0,Sim
1294,Casa Padrão,5,2,3, Centro,7500.0,2,Sim
1295,Casa Padrão,3,1,4, Centro,3750.0,1,Sim
1296,Apartamento Padrão,1,1,0, Centro,1250.0,0,Sim
1297,Apartamento Padrão,1,1,1, Jardim Alvorada,1000.0,0,Sim
1298,Apartamento Padrão,3,1,2, Parque Arnold Schimidt,1667.5,1,Sim
1299,Casa Padrão,4,1,2, Vila Prado,5612.5,3,Sim
1300,Casa Padrão,2,1,1, Jardim Santa Paula,2083.75,2,Sim
1301,Casa Padrão,3,2,2, Vila Lutfalla,2083.75,0,Sim
1302,Apartamento Padrão,2,1,1, Parque Sabará,1250.0,0,Sim
1303,Casa Padrão,2,1,0, Jardim São João Batista,1481.66,0,Sim
1304,Apartamento Kitchnet ...,4,1,1, Núcleo Residencial Silvio Vilar,1875.0,1,Não
1305,Apartamento Padrão,2,1,1, Jardim Nova Santa Paula,875.0,0,Sim
1306,Apartamento Padrão,2,2,0, Núcleo Residencial Silvio Vilar,1062.5,0,Sim
1307,Apartamento Padrão,3,2,2, Centro,2917.5,1,Sim
1308,Casa Padrão,3,1,1, Jardim Lutfalla,2500.0,1,Sim
1309,Apartamento Padrão,2,1,1, Parque Sabará,875.0,0,Sim
1310,Apartamento Padrão,2,1,1, Jardim Ipanema,882.5,0,Sim
1311,Apartamento Padrão,2,1,0, Jardim Santa Paula,1000.0,0,Sim
1312,Casa Padrão,2,1,4, Residencial Astolpho Luiz do Prado,1162.5,0,Sim
1313,Apartamento Padrão,2,1,1, Vila Izabel,625.0,0,Sim
1314,Apartamento Padrão,2,1,0, Jardim Gibertoni,2811.25,0,Sim
1315,Casa Padrão,4,2,2, Vila Nery,5000.0,1,Sim
1316,Apartamento Kitnet,1,1,1, Jardim Hikare,1105.0,0,Sim
1317,Casa Padrão,2,1,2, Cidade Aracy,1667.5,1,Sim
1318,Casa Edícula,1,1,1, Parque Santa Felícia Jardim,1111.25,0,Não
1319,Casa Padrão,3,2,0, Vila Monteiro Gleba I,2778.75,0,Sim
1320,Apartamento Padrão,1,1,1, Jardim Lutfalla,1215.63,0,Sim
1321,Casa Padrão,3,2,4, Jardim Paraíso,8750.0,1,Sim
1322,Apartamento Padrão,3,1,1, Jardim Ipanema,1111.25,1,Não
1323,Apartamento Padrão,1,1,1, Parque Arnold Schimidt,1000.0,0,Sim
1324,Casa Padrão,4,5,2, Parque Santa Mônica,5000.0,4,Sim
1325,Apartamento Padrão,1,1,1, Vila Brasília,695.0,0,Sim
1326,Casa Padrão,2,1,2, Vila Brasília,4167.5,1,Sim
1327,Apartamento Padrão,2,1,1, Cidade Jardim,1362.5,1,Sim
1328,Apartamento Padrão,2,1,1, Jardim Nova Santa Paula,1042.5,0,Sim
1329,Apartamento Padrão,1,1,1, Jardim Alvorada,831.2,0,Sim
1330,Apartamento Padrão,2,1,1, Jardim Paraíso,956.25,1,Sim
1331,Apartamento Padrão,1,1,1, Jardim Alvorada,1387.5,1,Sim
1332,Apartamento Padrão,1,1,1, Cidade Jardim,1250.0,0,Sim
1333,Apartamento Kitnet,2,2,0, Centro,1390.0,0,Sim
1334,Casa Padrão,3,2,8, Jardim Alvorada,6250.0,2,Sim
1335,Apartamento Padrão,2,1,1, Centro,830.74,0,Sim
1336,Apartamento Padrão,1,1,1, Jardim Alvorada,833.75,0,Sim
1337,Apartamento Padrão,2,1,1, Cidade Jardim,1390.0,1,Sim
1338,Apartamento Padrão,2,1,1, Vila Rancho Velho,1337.5,0,Sim
1339,Casa Padrão,1,3,2, Jardim Santa Tereza,2125.0,1,Sim
1340,Apartamento Padrão,2,1,1, Jardim Tabaiacy,695.0,0,Sim
1341,Apartamento Padrão,2,2,1, Centro,1875.0,0,Sim
1342,Apartamento Kitchnet ...,1,1,1, Recreio dos Bandeirantes,695.0,0,Não
1343,Casa Padrão,6,1,3, Vila Elizabeth,9722.5,2,Sim
1344,Apartamento Padrão,1,1,1, Jardim Gibertoni,1875.0,0,Não
1345,Casa Padrão,2,1,3, Centro,5556.25,0,Sim
1346,Apartamento Padrão,1,1,1, Jardim Bandeirantes,937.5,0,Sim
1347,Casa Padrão,3,1,5, Parque Santa Felícia Jardim,3472.5,1,Sim
1348,Apartamento Padrão,1,1,1, Núcleo Residencial Silvio Vilar,906.25,0,Sim
1349,Apartamento Padrão,2,1,1, Jardim Sao Carlos,833.75,0,Sim
1350,Casa Padrão,3,1,3, Jardim Ricetti,3125.0,1,Sim
1351,Casa Padrão,4,2,2, Jardim Paraíso,5556.25,2,Sim
1352,Apartamento Padrão,1,1,0, Jardim Centenário,997.5,0,Sim
1353,Apartamento Padrão,2,1,1, Vila Nery,1062.5,0,Sim
1354,Casa Padrão,4,1,1, Jardim Bethânia,2750.0,1,Não
1355,Casa Padrão,3,1,2, Centro,11250.0,1,Sim
1356,Casa Padrão,3,2,4, Jardim Botafogo,4861.25,1,Sim
1357,Apartamento Padrão,2,1,1, Centro,1042.5,1,Sim
1358,Apartamento Padrão,1,1,1, Cidade Jardim,1181.25,0,Sim
1359,Casa Padrão,1,1,0, Jardim Tangará,972.5,0,Sim
1360,Apartamento Padrão,1,1,0, Vila Monteiro Gleba I,875.0,1,Sim
1361,Casa Padrão,2,1,1, Centro,2361.25,0,Sim
1362,Casa Padrão,3,2,2, Jardim dos Coqueiros,1528.75,0,Sim
1363,Casa Padrão,2,1,2, Cidade Jardim,2165.0,0,Sim
1364,Casa Padrão,3,1,3, Jardim Cruzeiro do Sul,4125.0,1,Sim
1365,Casa Sobrado,6,3,4, Planalto Paraíso,4167.5,2,Sim
1366,Apartamento Padrão,2,1,2, Jardim Gibertoni,1667.5,1,Sim
1367,Casa Padrão,4,1,2, Núcleo Residencial Silvio Vilar,2383.75,2,Sim
1368,Apartamento Padrão,2,1,1, Vila Nery,972.5,0,Não
1369,Casa Padrão,2,3,1, Centro,4167.5,0,Sim
1370,Apartamento Padrão,3,1,1, Centro,2361.25,1,Sim
1371,Apartamento Padrão,1,1,1, Jardim Santa Paula,937.5,0,Sim
1372,Apartamento Padrão,2,1,1, Jardim Paulistano,1200.0,0,Sim
1373,Apartamento Padrão,3,1,1, Jardim Gibertoni,1875.0,1,Sim
1374,Apartamento Padrão,2,1,1, Centro,972.5,0,Sim
1375,Apartamento Padrão,1,1,0, Jardim Jockei Club A,487.5,0,Sim
1376,Apartamento Padrão,2,1,1, Jardim Nova Santa Paula,1000.0,0,Sim
1377,Casa Padrão,2,1,0, Vila Lutfalla,5000.0,0,Sim
1378,Apartamento Padrão,1,1,1, Jardim Santa Paula,695.0,0,Sim
1379,Apartamento Padrão,1,1,1, Jardim Sao Carlos,695.0,1,Não
1380,Apartamento Padrão,2,1,0, Cidade Jardim,1250.0,0,Sim
1381,Casa Padrão,5,2,3, Parque Santa Mônica,7500.0,4,Sim
1382,Apartamento Flat,1,1,0, Jardim Santa Paula,695.0,0,Sim
1383,Apartamento Padrão,2,1,1, Cidade Jardim,1625.0,1,Sim
1384,Apartamento Padrão,1,1,0, Nova Estancia,687.5,0,Não
1385,Casa Sobrado,4,2,3, Jardim Cruzeiro do Sul,3070.66,0,Sim
1386,Apartamento Padrão,1,1,0, Cidade Jardim,625.0,0,Sim
1387,Apartamento Padrão,2,2,1, Vila Monteiro Gleba I,2062.5,0,Sim
1388,Casa Padrão,3,1,1, Jardim Cruzeiro do Sul,2050.0,1,Sim
1389,Casa Padrão,4,3,1, Centro,3750.0,0,Sim
1390,Apartamento Padrão,1,1,1, Cidade Jardim,1000.0,0,Sim
1391,Apartamento Padrão,3,1,2, Vila Brasília,1250.0,1,Sim
